date,ward,age_years,area_m2,station_walk_min,far,bcr,lat,lon,price_total_yen,price_yen_per_m2
2021-10-08,柏市,27,52.95510902602955,16,280,48,35.549675853635904,139.9102750954324,57000683,1076396.2920363715
2018-07-04,千代田区,13,45.64621123929496,2,220,71,35.70108405473978,139.97404771508397,30543987,669146.1606720587
2022-07-17,港区,6,60.16361630749064,2,601,67,35.83479156383419,139.77280570724037,61138750,1016208.0299084008
2020-06-29,柏市,12,44.78155372977079,17,662,70,35.471846620367536,139.5107742620392,39832119,889476.0382893904
2022-09-20,渋谷区,13,62.98702283576115,3,643,58,35.70155760169361,139.48338193232487,53755768,853441.956451384
2018-04-02,渋谷区,6,68.02344405335091,4,679,75,35.60975457976323,139.79826230658014,76465910,1124111.1217483731
2019-01-29,千葉市中央区,2,59.39837688684676,11,681,55,35.63551475386323,139.6712031788405,74001759,1245854.9017420546
2020-12-17,新宿区,42,51.5650151973317,12,561,72,35.57142309961427,139.6228135582509,67492108,1308874.0057908967
2019-02-17,横浜市西区,23,60.44758695170435,6,511,48,35.65965391411595,139.7505879974047,73320600,1212961.5704689878
2019-12-24,渋谷区,18,51.29592333344305,10,714,49,35.90095067373123,139.85233779317915,47605343,928053.1454818959
2021-12-17,新宿区,41,66.22656550558179,14,408,61,35.528268356658735,139.54208636798566,67587126,1020544.0291827234
2018-11-13,柏市,10,33.023126989418515,9,258,62,35.53964679970254,139.69266835695794,36436548,1103364.5605903775
2022-01-24,新宿区,18,50.972711582576245,8,651,69,35.52376785158038,139.98648060246805,49659429,974235.5754323818
2018-08-15,港区,38,31.11025605851203,3,365,51,35.88729019439537,139.59870674296678,30368364,976152.8141357409
2019-01-19,さいたま市大宮区,28,37.059270037273535,10,787,74,35.624519235337445,139.89046417807472,41311844,1114750.613232514
2021-07-10,船橋市,18,71.3663467577669,16,448,53,35.67692331275828,139.68729038576765,66951872,938143.4673579327
2022-10-04,港区,12,65.74221978366023,13,711,61,35.63166604706725,139.8418690639775,52866120,804142.6068965731
2019-01-09,さいたま市大宮区,2,46.36623720058252,18,225,77,35.56666925459163,139.9245991260804,40204414,867105.3858883096
2019-10-19,横浜市西区,4,36.96995852750924,4,595,61,35.651781922406265,139.87119226504774,39808588,1076782.057258153
2023-07-20,船橋市,8,20.0,2,468,67,35.97498923268839,139.89637394033207,19011973,950598.65
2023-12-08,港区,35,48.478053904808384,11,477,76,35.84704851051691,139.5872609699888,49352694,1018041.980334216
2021-06-26,柏市,29,84.04498014696883,5,359,78,35.57764746186493,139.9270489560112,91106090,1084015.8429531837
2020-09-06,川崎市中原区,20,60.218611257563765,12,782,59,35.757708892367404,139.63209603280478,52693194,875031.7036476238
2020-01-30,船橋市,35,48.28513256740612,18,435,56,35.580217267280034,139.79893126483572,53173984,1101249.6222469523
2021-09-03,渋谷区,8,60.58096251400367,8,710,47,35.466835883338454,139.79873692804958,62142044,1025768.5157385123
2021-07-18,柏市,10,36.26849976406669,11,455,61,35.80234131011976,139.83276838383043,25498111,703037.3786031939
2019-10-08,川崎市中原区,18,51.432119647628376,14,228,76,35.81921114159723,139.81054350140903,63696672,1238460.9546796535
2018-02-19,港区,41,56.19372967618886,4,727,59,35.805526270125746,139.6334285032213,47756300,849851.0469974361
2018-11-28,柏市,28,53.966792178147415,18,311,53,35.62361617009365,139.55751988815564,33404415,618980.9260800632
2023-10-01,千葉市中央区,38,64.48967346028097,5,362,44,35.65998691191976,139.89085230199424,47786284,740991.2538854993
2020-07-04,渋谷区,11,59.13574271483263,16,716,55,35.76997186643897,139.78787518662782,44102902,745790.9544262468
2020-11-22,川崎市中原区,38,63.01991221729597,13,736,49,35.72697952448177,139.93240652614367,60526508,960434.6605768256
2020-10-19,中央区,4,46.739532613230885,4,750,79,35.63276350344435,139.7532900598718,41842627,895229.8977023856
2022-09-11,横浜市西区,11,65.77378490092657,15,455,61,35.48571138158582,139.54922534589844,58054152,882633.591596493
2018-05-23,柏市,24,74.5472433714879,5,654,45,35.693665023297044,139.9049194521506,80059295,1073940.3816858009
2018-07-01,船橋市,3,43.35820576418305,12,396,42,35.80948115670833,139.7044444085508,44137572,1017975.0573641303
2019-08-28,新宿区,38,44.347652131425285,19,644,74,35.5362894053159,139.81130051861314,44933465,1013209.5576748606
2020-12-01,柏市,39,71.0294120358428,19,501,77,35.75665112580112,139.66288108572806,73299916,1031965.6871580391
2022-01-09,中央区,24,52.70387215965928,17,231,70,35.71978500341604,140.00664525653505,56563215,1073226.931574389
2020-12-10,さいたま市大宮区,14,71.84585670479868,10,450,44,35.77001779158788,139.62851527637253,37964021,528409.3299351573
2020-08-24,千葉市中央区,5,49.6895714572938,12,480,43,35.78463705996628,139.70938553688407,43583336,877112.334073119
2023-08-16,横浜市西区,28,72.46054691524853,7,354,47,35.59666417096896,139.7761173054046,37241676,513957.9755526645
2018-12-19,横浜市西区,24,56.57782980166542,18,424,70,35.48596487198021,139.59617265093695,54156976,957211.9713649009
2021-06-06,横浜市西区,34,58.09874587987234,10,501,70,35.615977656918055,139.80957792928814,55139974,949073.3950438442
2021-04-02,船橋市,27,73.77661626003885,15,229,73,35.78669527810324,140.0017865716201,85514952,1159106.4531692169
2020-11-02,中央区,6,50.658754270669945,8,291,43,35.614959531576886,139.6864306758959,60158632,1187526.8720302945
2022-11-04,渋谷区,6,43.7065348489005,15,660,46,35.59671480113708,139.81927142285474,43293727,990555.0085284126
2019-08-08,渋谷区,35,49.61722950365975,6,411,76,35.46143795896904,139.34758469209422,42171061,849927.7654527139
2023-09-20,新宿区,7,60.42800740771767,15,565,77,35.890317706546114,139.75416061992726,63270070,1047032.2076501127
2019-12-28,中央区,42,36.21089113383383,2,539,69,35.77908563697104,139.71304365711106,30577072,844416.4460628298
2021-04-08,港区,5,62.64965083181346,3,530,44,35.772387517752975,139.63722535963842,59499718,949721.4622908334
2021-02-14,千代田区,33,48.53474418858709,8,448,42,35.79612704641354,139.92221757044427,55680381,1147227.247838121
2023-02-05,さいたま市大宮区,43,68.77375192880277,10,489,42,35.74920500338521,139.71106344775643,57663058,838445.7206827252
2020-08-19,千代田区,20,26.268876341194343,14,694,67,35.650680537378456,139.73337837693597,29188287,1111135.726587113
2019-09-16,川崎市中原区,3,45.56121069874997,8,779,73,35.66034830750534,139.70342106878164,49455795,1085480.263617246
2018-02-17,千葉市中央区,39,34.76238218519077,2,354,65,35.62869227624895,139.47247761923524,26386095,759041.6231958009
2020-03-07,さいたま市大宮区,9,45.08524640363257,7,601,50,35.9961688905298,139.59020203398845,51612635,1144778.8160661247
2022-12-15,中央区,24,57.97199081330732,9,781,70,35.74670944375593,139.90416402291802,63172847,1089713.2583119576
2018-01-22,新宿区,44,52.849280494602944,11,204,42,35.62434394703783,139.44350740296798,51284158,970385.16929738
2023-05-17,柏市,33,51.95946917262382,13,670,73,35.73585961289995,139.64505269755765,41439511,797535.3031865358
2021-04-03,船橋市,3,53.08978154343927,6,498,75,35.55869572985724,139.70004199155653,41312280,778158.7868504855
2018-11-04,川崎市中原区,37,57.44065888743932,12,780,68,35.86054080623071,140.02154328009374,48391887,842467.4775202129
2019-10-24,千代田区,8,42.89756749668271,13,546,75,35.60067170850314,139.87529056482444,45407885,1058518.877638258
2021-04-28,千代田区,33,63.48219569078861,15,702,63,35.74013025191469,139.67642442094203,48175049,758874.9644806362
2019-11-23,渋谷区,28,62.95199164462581,11,299,58,35.80791731556918,139.95567705456733,65312845,1037502.441045894
2018-08-26,港区,13,59.62045525187321,16,285,52,35.7261722253046,139.6489226269248,41832626,701648.8858274135
2021-12-29,船橋市,19,61.67840131301516,5,755,76,35.691336399018354,139.9113649705601,56077156,909186.2760095048
2022-01-12,新宿区,6,58.55701600970392,14,515,67,35.68129625018272,139.55616841311155,56913294,971929.5462488811
2018-09-18,渋谷区,44,79.42087963277281,2,535,47,35.67322706837355,139.92098867476835,114288713,1398661.4671875997
2019-09-08,柏市,11,53.95486994736988,3,301,78,35.6107961813287,139.69907995317934,36394549,674536.8682289653
2019-06-19,船橋市,14,51.31500137998508,17,336,42,35.62606198842764,139.6057243638588,63856537,1244402.9091443545
2021-12-15,新宿区,23,45.95766903571146,10,690,63,35.85755084483811,139.72742845803853,45037067,979968.4784927602
2022-05-19,中央区,30,42.61284795306596,13,381,47,35.666975604077784,139.80160162695802,43986446,1032234.3638812156
2022-05-12,横浜市西区,23,40.06633854878709,12,550,66,35.58570444767407,139.68578773542114,39011375,973669.5793277316
2023-08-18,さいたま市大宮区,23,44.33443224122898,14,389,56,35.618044288376616,139.8430930258993,46061052,1038945.3449945241
2022-08-11,柏市,26,54.151835420175146,6,358,57,35.812044481683664,139.6725509174504,49779777,919262.968904905
2019-12-04,船橋市,38,59.011541541972576,5,299,66,35.761072795979736,139.8530558590897,73222113,1240810.0362523152
2018-08-24,柏市,18,55.61370470262594,2,757,70,35.747239501387874,139.82633330930548,47755809,858705.7678562653
2021-09-08,千代田区,37,45.813576670843446,17,764,55,35.649097456130825,139.7508615417938,53897240,1176446.8944923293
2023-06-30,新宿区,35,65.80221476823957,6,269,79,35.74880349642076,139.6937926531451,54031947,821126.5713518101
2023-11-06,川崎市中原区,43,63.87295206761137,12,411,59,35.60277266500592,139.78273111936477,59909611,937949.6181197941
2019-05-20,千代田区,41,53.0842203109358,10,538,46,35.648846316238505,139.84253806145506,39049150,735607.4888408136
2019-06-02,渋谷区,36,47.165006264023454,4,429,40,35.79637653848701,140.06926987290973,49098995,1041004.738240685
2018-03-23,港区,11,61.5811350499576,9,632,48,35.784913321470285,139.9009130632697,76300577,1239025.1809763052
2018-11-06,柏市,35,57.25568304983325,3,356,67,35.5621708184859,139.90639849247236,53507082,934528.7515551844
2021-04-30,千代田区,33,37.62247288701943,5,235,61,35.577336825650974,140.22327682922904,34259883,910622.8371240426
2021-04-12,港区,13,54.18423692818714,4,402,53,35.69304425833761,139.83739377151517,39396091,727076.6044414993
2020-03-23,新宿区,30,58.14442974489257,16,558,59,35.887135884960344,139.83269652669674,52570790,904141.4668722904
2019-11-10,港区,12,44.20366256214695,12,308,73,35.45013218026372,139.86560226114824,27912011,631441.1381807528
2022-12-23,川崎市中原区,24,57.27812071404932,18,689,62,35.71339995274846,139.60865510336174,43956627,767424.392630574
2020-10-04,中央区,36,37.54213017690653,9,207,42,35.514874800211224,139.69341475453717,37367829,995357.1846859731
2022-11-06,柏市,9,71.03423320014605,5,240,41,35.603880280776934,139.68407460999614,86221539,1213802.628896721
2023-10-11,新宿区,15,69.97539982071318,12,505,59,35.63626858983229,139.85714209658292,105791760,1398661.4671875997
2019-11-26,横浜市西区,35,51.96979198836442,18,507,56,35.629538998787574,139.7338738156668,43274361,832682.974942227
2019-03-20,さいたま市大宮区,20,59.36145205406888,11,376,74,35.615944487240895,139.78073351382113,73433679,1237060.0189010464
2023-09-18,川崎市中原区,43,26.0809364104015,2,355,63,35.68086484724516,139.92311819302225,26048348,998750.4892505124
2021-10-22,千葉市中央区,1,41.123828076816,7,241,70,35.615769332004334,139.8894726108056,37823660,919750.4650916362
2019-09-30,新宿区,32,51.474652958174445,18,597,63,35.5045051138175,139.7357418495438,53354450,1036518.8871375778
2021-09-23,横浜市西区,36,42.134403742877694,11,427,53,35.773584353502734,139.65950073546827,40549446,962383.2877154311
2021-02-01,千葉市中央区,41,63.57275779156791,19,271,66,35.770344660057866,139.93029120974796,61797752,972079.1443815052
2023-06-07,船橋市,7,78.96755836897593,11,439,64,35.78118091720272,139.87608367713648,68570165,868333.3563335704
2019-07-15,川崎市中原区,44,40.880623366848376,2,762,68,35.49511186044831,139.5190614772557,27405473,670378.0603850606
2023-12-12,さいたま市大宮区,18,44.95043915097769,17,356,47,35.7158701783101,139.71302690916374,28825591,641274.9584755288
2023-08-12,船橋市,16,57.82538041971917,15,736,65,35.76111746269683,139.7848273193025,62488938,1080648.973624227
2019-01-31,川崎市中原区,16,74.33339378199545,14,355,51,35.55625575178725,139.87682445756815,66503112,894659.9720045064
2018-12-27,柏市,29,40.33150824952117,19,311,71,35.68110078978186,139.89651522424094,33506699,830782.1962100265
2021-03-13,港区,30,57.9884334676833,5,356,71,35.66604800256275,139.80258590017633,55187657,951701.1186507709
2018-04-09,渋谷区,21,76.8555862097573,18,393,64,35.90105807902819,139.84778712970382,85231803,1108986.4407172953
2019-10-17,港区,4,35.17889022184879,6,272,77,35.91093952444151,139.7696205203567,34688946,986072.777772151
2020-08-10,千代田区,44,39.627169517850014,19,552,61,35.480277232800375,139.6589222467729,32446291,818789.0125582804
2023-10-24,横浜市西区,10,49.91672072246994,5,400,41,35.97927124068736,139.7208103413438,59663389,1195258.5854291227
2023-12-14,新宿区,5,48.75293904573507,11,630,64,35.5701729134616,139.762848677996,61713279,1265837.1004485874
2018-11-28,中央区,27,64.75121545304373,16,494,71,35.79768079531929,139.7547981124972,67918283,1048911.3219697468
2023-05-07,中央区,19,57.899916637850055,3,465,44,35.796459757703644,139.47716406433346,66279928,1144732.7016818502
2018-07-19,川崎市中原区,28,33.70045528429446,3,482,44,35.56051717277898,139.70037749976058,40386355,1198391.9700580838
2022-06-28,柏市,39,61.18492483480973,17,293,50,35.739192135260694,139.76843084796337,71954686,1176019.8479325918
2023-01-26,船橋市,5,48.06953335173219,3,627,73,35.66709595068807,139.71779450121414,51569948,1072819.817547525
2023-05-05,中央区,13,70.29336660329487,13,262,61,35.746519600555885,139.72297643067324,75190663,1069669.3960376566
2019-05-05,渋谷区,23,47.46894956275696,18,632,79,35.70768067628568,139.83319870562067,50029050,1053932.1063732076
2023-05-11,千葉市中央区,35,47.36061660277317,13,799,74,35.82356073824443,139.5981564219427,34598467,730532.4440808507
2018-09-11,港区,27,61.49357932965438,10,658,62,35.68904794517753,139.5157936679073,67036895,1090144.6253539585
2021-02-10,横浜市西区,17,64.15511778804324,9,473,67,35.65985511166884,139.7077745313745,43550880,678837.1918181825
2020-10-25,中央区,27,60.37719236723444,13,388,53,35.81152770796686,139.87461716082527,47763195,791080.093779256
2019-11-23,新宿区,44,34.7728321913823,12,723,43,35.74964751578303,140.013132955923,42099920,1210713.0005485592
2018-02-18,川崎市中原区,22,61.45641327913901,11,354,55,35.767817607318506,139.8773192358642,68710976,1118044.0304563544
2022-08-18,渋谷区,39,42.58830337990722,4,489,63,35.60024959932897,139.53976043601966,53128042,1247479.6548261966
2020-01-05,新宿区,35,57.82331333905916,13,662,47,35.55456846623218,139.72514491409348,51790325,895665.122064461
2021-12-20,さいたま市大宮区,14,37.91518677521128,15,753,48,35.61187334280967,139.79849515716222,27281881,719550.2203838998
2020-06-17,港区,11,60.355865770516765,14,752,40,35.60550143371833,139.78663866753854,54435713,901912.5532383847
2020-03-29,さいたま市大宮区,34,45.32081314831153,3,252,69,35.77434391223835,139.8408956829414,43979600,970406.2426258232
2023-04-25,港区,10,39.60838419687374,14,738,75,35.79711808603528,139.62244265803088,38253688,965797.74145443
2018-07-26,中央区,15,63.56584163778879,15,268,73,35.66138436525611,139.7697414631326,74800220,1176736.0908430505
2022-06-02,千葉市中央区,11,57.899734260121015,5,550,55,35.85171028225892,139.8230484244664,50821255,877745.9110896752
2022-06-24,新宿区,27,47.63227838328523,17,757,63,35.844216327251814,139.88385064299553,48604305,1020406.8889775355
2020-04-12,千葉市中央区,13,72.41414618825277,11,592,78,35.70920786996806,139.63914227500808,54475320,752274.5605310629
2019-07-29,さいたま市大宮区,29,49.712170941163095,10,768,63,35.58137298741484,139.70822646991357,51703812,1040063.449677024
2018-01-12,船橋市,42,55.385292087651216,15,406,51,35.869045197932266,139.354427347989,52650461,950621.7086781244
2023-08-14,港区,37,58.22696137214321,11,388,53,35.67267791787659,139.66678070486333,46583742,800037.3178032002
2023-09-07,さいたま市大宮区,42,47.56400879045664,11,395,69,35.695139823571715,139.68133776605433,42942410,902834.119579426
2019-06-12,柏市,2,60.65363552079916,7,413,57,35.63924739692721,139.60706232377487,55386768,913164.8502917346
2018-03-11,千葉市中央区,21,48.5985718340233,18,609,73,35.57322516084434,139.7848418225349,43542812,895968.9628063551
2018-09-26,新宿区,10,50.06034013340549,19,471,74,35.503763268362164,139.7516081851932,65292112,1304268.2456012776
2018-05-29,船橋市,41,71.3517116776401,4,642,41,35.755944198826874,139.42111791836334,66379267,930310.7863746128
2022-12-26,港区,32,42.5129673698508,15,449,68,35.58599187353241,139.79232619539525,38313569,901220.7655768363
2023-05-08,川崎市中原区,15,26.04663602884612,2,384,54,36.047143747479616,139.62075138038165,13817995,530509.7742640106
2018-12-02,横浜市西区,25,74.33124394014274,8,314,60,35.549671170086505,139.83285334387855,57321172,771158.51910348
2022-06-24,横浜市西区,27,85.59193543128404,19,530,50,35.52911410300224,139.5677223128407,76808945,897385.3040356202
2019-01-28,横浜市西区,22,50.13676881460802,5,739,54,35.741216645873614,139.76450098077964,40752642,812829.4456049225
2020-03-15,千代田区,21,31.757943512557777,8,715,53,35.86351761747608,139.71752550066702,38946084,1226341.4973516744
2021-08-05,横浜市西区,3,51.274192285648674,5,351,42,35.68775075883319,139.80546528274257,47019072,917012.4365500798
2022-04-26,柏市,20,51.56532460191197,15,486,71,35.748669090422474,139.77870459164768,62274867,1207688.838977869
2023-03-31,中央区,16,52.720913907732914,10,623,45,35.45877430990495,139.72172537374678,50735493,962340.923922381
2018-04-09,渋谷区,37,41.63934349693782,12,567,55,35.59869861451699,139.52955915289334,39867404,957445.5467323079
2019-03-07,柏市,39,61.95473370971773,18,240,47,35.551166112503495,139.53841880548083,57756724,932240.694804903
2019-09-07,港区,34,61.29408850343303,11,554,46,35.452594498006256,139.67241695913617,58275921,950759.2399670975
2019-11-11,横浜市西区,2,37.067132562168325,15,223,54,35.69403762808287,139.75875801741054,47955936,1293758.99038236
2023-12-26,横浜市西区,38,63.39036078033865,3,269,76,35.410860685406746,139.66876280792013,30812650,486077.84560136066
2022-08-30,横浜市西区,18,79.63221978335069,5,592,77,35.52133648406951,139.85378178958692,43773102,549690.8427152997
2019-12-03,柏市,19,57.06352398924472,19,261,55,35.61553674471839,139.71811686211825,48011299,841365.8260756753
2023-10-30,中央区,42,50.95209805517793,17,403,60,35.58024569968587,139.61524809128306,48552538,952905.5692156316
2020-12-29,柏市,39,53.29596142710975,13,553,79,35.727569020264845,139.7182855560518,57987119,1088020.8827700033
2021-01-01,千代田区,3,62.38308120362274,8,593,49,35.716669623028295,139.79387897544748,65166454,1044617.4306025722
2020-08-07,千葉市中央区,16,34.23194073391338,5,467,77,35.787255849512256,139.80873270782368,29889647,873150.8164358471
2018-11-12,川崎市中原区,33,56.972688435727626,17,256,44,35.770286047925524,140.04175686979897,65735585,1153808.724932439
2023-08-09,新宿区,24,50.31443260644628,16,679,49,35.81689753472337,139.6596635989995,58165450,1156039.0724260665
2018-01-31,新宿区,12,77.17390015547255,6,769,53,35.679769791998915,139.74897820076143,76156097,986811.5625435269
2019-01-17,さいたま市大宮区,24,52.9099271943405,12,733,41,35.716416028098,139.8239185920229,60451259,1142531.5097856752
2019-05-18,さいたま市大宮区,39,75.01465133343424,13,649,72,35.7413816442303,139.75648655611988,75354396,1004529.0441337335
2019-09-04,川崎市中原区,10,41.75511162661592,10,441,74,35.696998803686924,139.6849072781017,34978398,837703.3766017704
2018-10-16,千代田区,33,62.04711000163351,18,725,55,35.63233668280995,139.52761142354836,67604258,1089563.3656139695
2018-02-09,川崎市中原区,33,58.832803165494745,4,492,73,35.64010689587923,139.68337481614205,57192699,972122.6241611982
2022-01-24,柏市,39,44.57143302562261,6,281,70,35.5818929922004,139.59894463809232,42354805,950267.9659335085
2023-10-24,千代田区,14,57.128753375643285,3,710,72,35.73059401958918,139.50100899783143,71101915,1244590.6973057482
2018-09-24,横浜市西区,10,69.5502260419792,14,392,72,35.66871817910978,139.6406481737494,31980972,459825.56520660175
2019-10-12,横浜市西区,25,51.1144995485608,13,763,62,35.60041914992359,139.60293624188503,34065931,666463.1621333985
2021-01-13,船橋市,24,34.69644820996284,19,421,44,35.600530621681045,139.84756798179393,24724200,712585.9064992312
2023-07-25,渋谷区,19,54.78924608227065,11,721,76,35.534752152666066,139.85016377561217,48069228,877347.863626742
2022-03-01,横浜市西区,35,44.170922862489846,4,522,64,35.79746096094846,139.62441810656287,39713121,899078.3625606466
2022-08-05,さいたま市大宮区,36,50.891908736033415,10,480,76,35.68943412034381,139.72096570541552,33005177,648534.8618223681
2021-06-26,千代田区,11,54.02094676377855,3,378,78,35.57646399765121,139.48126360068312,40676065,752968.3842430102
2020-07-02,千葉市中央区,36,34.532173407813794,14,701,47,35.77702572995224,139.6858490074726,26860217,777831.6378407327
2019-03-14,船橋市,11,35.61209992815186,14,236,56,35.61274614282468,139.81984728510534,51334301,1398661.4671875997
2023-03-08,さいたま市大宮区,18,60.7848020263063,17,481,47,35.511219924758535,139.8837406834421,79649267,1310348.3822408367
2022-10-28,さいたま市大宮区,2,48.72737564596383,8,421,42,35.80254667470629,139.6530429377463,42278313,867650.1132993395
2018-02-24,千葉市中央区,15,24.2230678981532,7,526,78,35.61554836125207,139.91777822907912,21250493,877283.3024020118
2022-04-16,千葉市中央区,43,64.41812843929762,3,352,76,35.63093210917494,139.53264621177297,46391307,720159.1869238389
2018-07-04,船橋市,20,58.26843706329088,9,598,77,35.6849416024419,139.57285583012842,33118259,568373.903079417
2022-06-07,中央区,32,46.43350211156219,10,431,75,35.817110706734816,139.86644927984568,43026395,926623.947007568
2022-12-14,横浜市西区,5,39.19803746730111,15,312,65,35.682404474903954,140.01066818428447,29415367,750429.5852703905
2018-10-15,さいたま市大宮区,28,65.02969475577204,15,318,60,35.53610594486257,139.83401479822754,60674649,933029.8908502029
2020-08-08,新宿区,17,59.19220747072515,4,617,79,35.74526524049346,139.75394864201988,37288653,629958.8171034498
2018-09-29,船橋市,33,83.59122739220888,7,357,62,35.62180123308859,139.43072243802166,66672789,797605.0966110618
2021-05-27,千葉市中央区,41,60.04226318469925,11,384,65,35.90655087658354,139.45663294159348,58824931,979725.4113997244
2023-07-25,川崎市中原区,24,59.65243769514418,8,576,48,35.67986563336025,139.77941143053437,61038874,1023241.9052502306
2018-06-27,渋谷区,5,52.99686483869722,2,397,69,35.41179574025216,139.7062905995643,54771962,1033494.3805960129
2020-05-20,渋谷区,21,64.8013104064095,17,432,72,35.72288379665868,139.59412472267718,44447361,685902.1942803754
2023-11-02,中央区,6,62.50102241497785,15,346,67,35.913351735071224,139.7698298871245,70059717,1120937.1349933434
2019-10-22,さいたま市大宮区,20,70.02070010278234,11,407,59,35.86911043462545,139.77726970512617,55313388,789957.6542194851
2018-10-17,千葉市中央区,3,48.74412497635258,7,615,47,35.89971451465079,139.90166238028104,52476539,1076571.5668392477
2020-12-05,さいたま市大宮区,29,49.77511032467245,17,520,41,35.557628777754225,139.78049034245188,47180446,947872.253667586
2021-01-18,柏市,14,49.25076194905624,2,798,65,35.78945828751721,139.94425915525014,33230597,674722.4953468314
2021-12-22,柏市,9,64.48962065414787,10,663,67,35.59336065523159,139.7611991044323,57186845,886760.4495099761
2019-11-19,さいたま市大宮区,1,72.98049328356078,16,210,70,35.706914727930034,139.74269975077888,74664353,1023072.7368462242
2023-09-24,中央区,40,49.49391408220839,19,427,78,35.527245708551234,139.91964682793707,53086829,1072593.064913473
2021-02-15,川崎市中原区,37,49.90271526648291,6,373,59,35.60266530821407,139.61323386799378,46000443,921802.406028518
2019-09-20,中央区,36,58.76892668643759,13,552,73,35.598850396316365,140.1821671179899,73834680,1256355.767631183
2023-10-05,川崎市中原区,3,52.05086199984518,5,359,68,35.787826633617115,139.816288621725,59936679,1151502.1403522247
2023-07-19,千葉市中央区,16,66.42464383767867,4,779,51,35.77608629460036,139.81712438792565,59693779,898669.1617929209
2020-12-29,中央区,43,27.97867251257144,8,379,73,35.7132183675197,139.83876439609588,30777221,1100024.3484093505
2018-02-24,横浜市西区,26,45.07953943699727,17,513,42,35.51794942983335,140.04157047129974,60260466,1336758.6881454156
2021-07-31,千代田区,6,45.61100399246265,14,273,63,35.642603267926035,139.87887611175088,61214387,1342096.8985930644
2021-04-30,千葉市中央区,7,27.15572785136626,10,745,77,35.59046602204688,139.5192416031494,19128495,704400.0111025418
2018-11-21,横浜市西区,12,43.43633866757435,7,747,66,35.78436109080334,139.9705205577151,33215480,764693.3654837644
2021-10-20,横浜市西区,43,44.018126609848885,4,676,77,35.82138218233806,139.70886551308325,54889888,1246983.73664359
2023-01-16,横浜市西区,8,52.586744145774034,6,410,42,35.806766270323706,139.7760732609259,38827095,738343.7714335128
2018-08-20,新宿区,40,68.35559069992317,4,235,61,35.58937366966996,139.5681119041737,46857195,685491.77207319
2022-05-04,川崎市中原区,30,52.05927218571157,5,626,71,35.35125602532526,139.83893030271858,44394126,852761.1727192878
2018-11-04,千葉市中央区,41,42.63023535674616,14,457,65,35.4679645722244,139.66229385648987,44081596,1034045.3349860327
2022-06-28,渋谷区,37,54.31654550543765,4,794,75,35.850595237369866,139.775025445699,50488351,929520.6558183195
2020-07-06,港区,15,67.59008345729619,2,618,58,35.63184940728162,139.71738514919588,55416249,819887.2699278779
2018-01-15,中央区,37,43.28849420662114,11,523,67,35.58991304580819,140.04875192026037,35286941,815157.5065552344
2023-10-18,新宿区,8,44.07310139294262,7,792,56,35.87711923521235,140.05733904502182,35590465,807532.5737275904
2018-12-30,中央区,13,61.70258751129068,10,680,74,35.8318191934586,139.7669769755322,47763854,774098.0715153948
2021-07-29,川崎市中原区,10,52.34156661123039,4,475,44,35.68293384663038,139.76959665670532,73609336,1398661.4671875997
2019-02-02,港区,6,62.769816288513695,5,211,50,35.64479162907232,139.70398355504756,63366268,1009502.2057854175
2023-08-06,千葉市中央区,4,54.83623849845644,9,255,43,35.66414785446243,139.9259009437254,61819732,1127351.796781979
2022-06-05,新宿区,9,63.419963777074805,14,466,68,35.70725953580649,139.71066201944998,54045510,852184.4980860191
2022-10-28,船橋市,6,42.57906263151231,9,537,49,35.87200567375835,139.69679940880314,38866537,912808.6575404151
2020-08-04,千葉市中央区,17,54.85498419054079,11,218,52,35.73069609090847,139.90678892954975,44283836,807289.1944728027
2020-10-20,新宿区,4,52.47171982764212,11,275,73,35.767123483964696,139.6792551357025,22020194,459723.90983409836
2021-10-21,川崎市中原区,3,40.40930891075043,6,622,54,35.82031241308842,139.7543367448327,27251962,674398.1209921145
2022-09-15,港区,44,36.23826462557574,7,650,45,35.53963887987707,139.52280338277333,21303615,587876.2468378419
2023-01-29,港区,4,63.228988423295945,9,217,40,35.77058342709689,139.86562855176845,31617228,500043.23631328286
2018-02-09,柏市,4,50.78857141338426,2,504,49,35.644651749440605,140.05113004087727,36107027,710928.187093775
2021-12-24,千葉市中央区,2,42.73263662023204,14,248,76,35.37806857650727,139.86818380591995,51919774,1214991.119350175
2018-08-28,港区,6,53.84585275692001,13,634,61,35.4246196549617,139.97926987513208,50675019,941112.7580942153
2019-09-23,渋谷区,24,68.53622628819163,7,700,79,35.55782588661776,139.6330846795734,82799488,1208112.7380990023
2022-12-22,新宿区,37,27.631145855536925,8,721,48,35.74374678743111,139.79544864230422,28520772,1032196.4984410809
2019-07-03,中央区,33,37.04033572116008,7,558,54,35.69365594784084,139.61852601134458,40985567,1106511.7581152515
2022-10-12,渋谷区,26,43.92536269725679,13,577,46,35.70212400486108,139.7258351681628,33814649,769820.5984787869
2020-10-10,渋谷区,4,72.53414640064395,15,755,55,35.914113217922406,139.87583172160288,76508306,1054790.1891256112
2019-05-25,横浜市西区,35,58.39104379503156,3,567,62,35.52770924621682,139.7752730919655,63981568,1095742.8372849901
2020-01-02,新宿区,2,64.20780688553472,9,467,72,35.67670799749795,139.54810384660982,53592364,834670.5268339221
2021-03-08,船橋市,28,41.31806897048524,2,652,54,35.71653226273766,139.56274563416932,43875991,1061908.072987195
